ID,Name,equipId,value,mtrlId,eventFlag_forStock,eventFlag_forRelease,sellQuantity,pad3,equipType,costType,pad1,setNum,value_Add,value_Magnification,iconId,nameMsgId,menuTitleMsgId,menuIconId,pad2
9100188,[Vigil - Weapons] Iron Spear,16150000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100189,[Vigil - Weapons] Rotten Crystal Spear,16160000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100190,[Vigil - Weapons] Mohgwyn's Sacred Spear,17010000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100191,[Vigil - Weapons] Siluria's Tree,17020000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100192,[Vigil - Weapons] Serpent-Hunter,17030000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100193,[Vigil - Weapons] Vyke's War Spear,17050000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100194,[Vigil - Weapons] Lance,17060000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100195,[Vigil - Weapons] Treespear,17070000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100196,[Vigil - Weapons] Halberd,18000000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100197,[Vigil - Weapons] Pest's Glaive,18010000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100198,[Vigil - Weapons] Lucerne,18020000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100199,[Vigil - Weapons] Banished Knight's Halberd,18030000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100200,[Vigil - Weapons] Commander's Standard,18040000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100201,[Vigil - Weapons] Nightrider Glaive,18050000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100202,[Vigil - Weapons] Ripple Crescent Halberd,18060000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100203,[Vigil - Weapons] Vulgar Militia Saw,18070000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100204,[Vigil - Weapons] Golden Halberd,18080000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100205,[Vigil - Weapons] Glaive,18090000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100206,[Vigil - Weapons] Loretta's War Sickle,18100000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100207,[Vigil - Weapons] Guardian's Swordspear,18110000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100208,[Vigil - Weapons] Vulgar Militia Shotel,18130000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100209,[Vigil - Weapons] Dragon Halberd,18140000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100210,[Vigil - Weapons] Gargoyle's Halberd,18150000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100211,[Vigil - Weapons] Gargoyle's Black Halberd,18160000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100212,[Vigil - Weapons] Scythe,19000000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100213,[Vigil - Weapons] Grave Scythe,19010000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100214,[Vigil - Weapons] Halo Scythe,19020000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100215,[Vigil - Weapons] Winged Scythe,19060000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100216,[Vigil - Weapons] Whip,20000000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100217,[Vigil - Weapons] Thorned Whip,20020000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100218,[Vigil - Weapons] Magma Whip Candlestick,20030000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100219,[Vigil - Weapons] Hoslow's Petal Whip,20050000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100220,[Vigil - Weapons] Giant's Red Braid,20060000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100221,[Vigil - Weapons] Urumi,20070000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100222,[Vigil - Weapons] Caestus,21000000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100223,[Vigil - Weapons] Spiked Caestus,21010000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100224,[Vigil - Weapons] Grafted Dragon,21060000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100225,[Vigil - Weapons] Iron Ball,21070000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100226,[Vigil - Weapons] Star Fist,21080000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100227,[Vigil - Weapons] Katar,21100000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100228,[Vigil - Weapons] Clinging Bone,21110000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100229,[Vigil - Weapons] Veteran's Prosthesis,21120000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100230,[Vigil - Weapons] Cipher Pata,21130000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100231,[Vigil - Weapons] Hookclaws,22000000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100232,[Vigil - Weapons] Venomous Fang,22010000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100233,[Vigil - Weapons] Bloodhound Claws,22020000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100234,[Vigil - Weapons] Raptor Talons,22030000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100235,[Vigil - Weapons] Prelate's Inferno Crozier,23000000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100236,[Vigil - Weapons] Watchdog's Staff,23010000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100237,[Vigil - Weapons] Great Club,23020000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100238,[Vigil - Weapons] Envoy's Greathorn,23030000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100239,[Vigil - Weapons] Duelist Greataxe,23040000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100240,[Vigil - Weapons] Axe of Godfrey,23050000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100241,[Vigil - Weapons] Dragon Greatclaw,23060000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100242,[Vigil - Weapons] Staff of the Avatar,23070000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100243,[Vigil - Weapons] Fallingstar Beast Jaw,23080000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100244,[Vigil - Weapons] Ghiza's Wheel,23100000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100245,[Vigil - Weapons] Giant-Crusher,23110000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100246,[Vigil - Weapons] Golem's Halberd,23120000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100247,[Vigil - Weapons] Troll's Hammer,23130000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100248,[Vigil - Weapons] Rotten Staff,23140000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100249,[Vigil - Weapons] Rotten Greataxe,23150000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100250,[Vigil - Weapons] Torch,24000000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100251,[Vigil - Weapons] Steel-Wire Torch,24020000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100252,[Vigil - Weapons] St. Trina's Torch,24040000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100253,[Vigil - Weapons] Ghostflame Torch,24050000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100254,[Vigil - Weapons] Beast-Repellent Torch,24060000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100255,[Vigil - Weapons] Sentry's Torch,24070000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100256,[Vigil - Weapons] Buckler,30000000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100257,[Vigil - Weapons] Perfumer's Shield,30010000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100258,[Vigil - Weapons] Man-Serpent's Shield,30020000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100259,[Vigil - Weapons] Rickety Shield,30030000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100260,[Vigil - Weapons] Pillory Shield,30040000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100261,[Vigil - Weapons] Beastman's Jar-Shield,30060000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100262,[Vigil - Weapons] Red Thorn Roundshield,30070000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100263,[Vigil - Weapons] Scripture Wooden Shield,30080000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100264,[Vigil - Weapons] Riveted Wooden Shield,30090000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100265,[Vigil - Weapons] Blue-White Wooden Shield,30100000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100266,[Vigil - Weapons] Rift Shield,30110000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100267,[Vigil - Weapons] Iron Roundshield,30120000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100268,[Vigil - Weapons] Gilded Iron Shield,30130000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100269,[Vigil - Weapons] Ice Crest Shield,30140000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100270,[Vigil - Weapons] Smoldering Shield,30150000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100271,[Vigil - Weapons] Spiralhorn Shield,30190000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100272,[Vigil - Weapons] Coil Shield,30200000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100273,[Vigil - Weapons] Kite Shield,31000000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100274,[Vigil - Weapons] Marred Leather Shield,31010000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100275,[Vigil - Weapons] Marred Wooden Shield,31020000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100276,[Vigil - Weapons] Banished Knight's Shield,31030000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100277,[Vigil - Weapons] Albinauric Shield,31040000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100278,[Vigil - Weapons] Sun Realm Shield,31050000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100279,[Vigil - Weapons] Silver Mirrorshield,31060000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100280,[Vigil - Weapons] Round Shield,31070000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100281,[Vigil - Weapons] Scorpion Kite Shield,31080000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100282,[Vigil - Weapons] Twinbird Kite Shield,31090000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100283,[Vigil - Weapons] Blue-Gold Kite Shield,31100000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100284,[Vigil - Weapons] Brass Shield,31130000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100285,[Vigil - Weapons] Great Turtle Shell,31140000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100286,[Vigil - Weapons] Shield of the Guilty,31170000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100287,[Vigil - Weapons] Carian Knight's Shield,31190000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100288,[Vigil - Weapons] Large Leather Shield,31230000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100289,[Vigil - Weapons] Horse Crest Wooden Shield,31240000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100290,[Vigil - Weapons] Candletree Wooden Shield,31250000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100291,[Vigil - Weapons] Flame Crest Wooden Shield,31260000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100292,[Vigil - Weapons] Hawk Crest Wooden Shield,31270000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100293,[Vigil - Weapons] Beast Crest Heater Shield,31280000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100294,[Vigil - Weapons] Red Crest Heater Shield,31290000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100295,[Vigil - Weapons] Blue Crest Heater Shield,31300000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100296,[Vigil - Weapons] Eclipse Crest Heater Shield,31310000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100297,[Vigil - Weapons] Inverted Hawk Heater Shield,31320000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100298,[Vigil - Weapons] Heater Shield,31330000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100299,[Vigil - Weapons] Black Leather Shield,31340000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100300,[Vigil - Weapons] Dragon Towershield,32000000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100301,[Vigil - Weapons] Distinguished Greatshield,32020000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100302,[Vigil - Weapons] Crucible Hornshield,32030000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100303,[Vigil - Weapons] Dragonclaw Shield,32040000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100304,[Vigil - Weapons] Briar Greatshield,32050000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100305,[Vigil - Weapons] Erdtree Greatshield,32080000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100306,[Vigil - Weapons] Golden Beast Crest Shield,32090000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100307,[Vigil - Weapons] Jellyfish Shield,32120000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100308,[Vigil - Weapons] Fingerprint Stone Shield,32130000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100309,[Vigil - Weapons] Icon Shield,32140000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100310,[Vigil - Weapons] One-Eyed Shield,32150000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100311,[Vigil - Weapons] Visage Shield,32160000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100312,[Vigil - Weapons] Spiked Palisade Shield,32170000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100313,[Vigil - Weapons] Manor Towershield,32190000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100314,[Vigil - Weapons] Crossed-Tree Towershield,32200000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100315,[Vigil - Weapons] Inverted Hawk Towershield,32210000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100316,[Vigil - Weapons] Ant's Skull Plate,32220000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100317,[Vigil - Weapons] Redmane Greatshield,32230000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100318,[Vigil - Weapons] Eclipse Crest Greatshield,32240000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100319,[Vigil - Weapons] Cuckoo Greatshield,32250000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100320,[Vigil - Weapons] Golden Greatshield,32260000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100321,[Vigil - Weapons] Gilded Greatshield,32270000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100322,[Vigil - Weapons] Haligtree Crest Greatshield,32280000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100323,[Vigil - Weapons] Wooden Greatshield,32290000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100324,[Vigil - Weapons] Lordsworn's Shield,32300000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100325,[Vigil - Weapons] Glintstone Staff,33000000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100326,[Vigil - Weapons] Crystal Staff,33040000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100327,[Vigil - Weapons] Gelmir Glintstone Staff,33050000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100328,[Vigil - Weapons] Demi-Human Queen's Staff,33060000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100329,[Vigil - Weapons] Carian Regal Scepter,33090000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100330,[Vigil - Weapons] Digger's Staff,33120000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100331,[Vigil - Weapons] Astrologer's Staff,33130000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100332,[Vigil - Weapons] Carian Glintblade Staff,33170000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100333,[Vigil - Weapons] Prince of Death's Staff,33180000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100334,[Vigil - Weapons] Albinauric Staff,33190000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100335,[Vigil - Weapons] Academy Glintstone Staff,33200000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100336,[Vigil - Weapons] Carian Glintstone Staff,33210000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100337,[Vigil - Weapons] Azur's Glintstone Staff,33230000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100338,[Vigil - Weapons] Lusat's Glintstone Staff,33240000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100339,[Vigil - Weapons] Meteorite Staff,33250000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100340,[Vigil - Weapons] Staff of the Guilty,33260000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100341,[Vigil - Weapons] Rotten Crystal Staff,33270000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100342,[Vigil - Weapons] Staff of Loss,33280000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100343,[Vigil - Weapons] Finger Seal,34000000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100344,[Vigil - Weapons] Godslayer's Seal,34010000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100345,[Vigil - Weapons] Giant's Seal,34020000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100346,[Vigil - Weapons] Gravel Stone Seal,34030000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100347,[Vigil - Weapons] Clawmark Seal,34040000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100348,[Vigil - Weapons] Golden Order Seal,34060000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100349,[Vigil - Weapons] Erdtree Seal,34070000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100350,[Vigil - Weapons] Dragon Communion Seal,34080000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100351,[Vigil - Weapons] Frenzied Flame Seal,34090000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100352,[Vigil - Weapons] Shortbow,40000000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100353,[Vigil - Weapons] Misbegotten Shortbow,40010000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100354,[Vigil - Weapons] Red Branch Shortbow,40020000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100355,[Vigil - Weapons] Harp Bow,40030000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100356,[Vigil - Weapons] Composite Bow,40050000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100357,[Vigil - Weapons] Longbow,41000000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100358,[Vigil - Weapons] Albinauric Bow,41010000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100359,[Vigil - Weapons] Horn Bow,41020000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100360,[Vigil - Weapons] Erdtree Bow,41030000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100361,[Vigil - Weapons] Serpent Bow,41040000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100362,[Vigil - Weapons] Pulley Bow,41060000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100363,[Vigil - Weapons] Black Bow,41070000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100364,[Vigil - Weapons] Lion Greatbow,42000000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100365,[Vigil - Weapons] Golem Greatbow,42010000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100366,[Vigil - Weapons] Erdtree Greatbow,42030000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100367,[Vigil - Weapons] Greatbow,42040000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100368,[Vigil - Weapons] Soldier's Crossbow,43000000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100369,[Vigil - Weapons] Light Crossbow,43020000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100370,[Vigil - Weapons] Heavy Crossbow,43030000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100371,[Vigil - Weapons] Pulley Crossbow,43050000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100372,[Vigil - Weapons] Full Moon Crossbow,43060000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100373,[Vigil - Weapons] Arbalest,43080000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100374,[Vigil - Weapons] Crepus's Black-Key Crossbow,43110000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
9100375,[Vigil - Weapons] Hand Ballista,44000000,0,400000,0,0,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,[0|0]
